CNN,PRIMARY_ST,CROSS_ST,Type,DIRECT,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,Month,Year,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM,VOLUME_PM,85_PERCENTILE,AVG_SPEED,AUTO_APPROACH_VOL_E_AM,AUTO_APPROACH_VOL_W_AM,AUTO_APPROACH_VOL_N_AM,AUTO_APPROACH_VOL_S_AM,AUTO_DEPART_VOL_E_AM,AUTO_DEPART_VOL_W_AM,AUTO_DEPART_VOL_N_AM,AUTP_DEPART_VOL_S_AM,BIKE_APPROACH_VOL_E_AM,BIKE_APPROACH_VOL_W_AM,BIKE_APPROACH_VOL_N_AM,BIKE_APPROACH_VOL_S_AM,BIKE_DEPART_VOL_E_AM,BIKE_DEPART_VOL_W_AM,BIKE_DEPART_VOL_N_AM,BIKE_DEPART_VOL_S_AM,PED_VOL_EAST_AM,PED_VOL_WEST_AM,PED_VOL_NORTH_AM,PED_VOL_SOUTH_AM,AUTO_APPROACH_VOL_E_PM,AUTO_APPROACH_VOL_W_PM,AUTO_APPROACH_VOL_N_PM,AUTO_APPROACH_VOL_S_PM,AUTO_DEPART_VOL_E_PM,AUTO_DEPART_VOL_W_PM,AUTO_DEPART_VOL_N_PM,AUTP_DEPART_VOL_S_PM,BIKE_APPROACH_VOL_E_PM,BIKE_APPROACH_VOL_W_PM,BIKE_APPROACH_VOL_N_PM,BIKE_APPROACH_VOL_S_PM,BIKE_DEPART_VOL_E_PM,BIKE_DEPART_VOL_W_PM,BIKE_DEPART_VOL_N_PM,BIKE_DEPART_VOL_S_PM,PED_VOL_EAST_PM,PED_VOL_WEST_PM,PED_VOL_NORTH_PM,PED_VOL_SOUTH_PM,AUTO_APPROACH_VOL_E_MID,AUTO_APPROACH_VOL_W_MID,AUTO_APPROACH_VOL_N_MID,AUTO_APPROACH_VOL_S_MID,AUTO_DEPART_VOL_E_MID,AUTO_DEPART_VOL_W_MID,AUTO_DEPART_VOL_N_MID,AUTP_DEPART_VOL_S_MID,BIKE_APPROACH_VOL_E_MID,BIKE_APPROACH_VOL_W_MID,BIKE_APPROACH_VOL_N_MID,BIKE_APPROACH_VOL_S_MID,BIKE_DEPART_VOL_E_MID,BIKE_DEPART_VOL_W_MID,BIKE_DEPART_VOL_N_MID,BIKE_DEPART_VOL_S_MID,PED_VOL_EAST_MID,PED_VOL_WEST_MID,PED_VOL_NORTH_MID,PED_VOL_SOUTH_MID,AUTO_APPROACH_VOL_E_WKD_AM,AUTO_APPROACH_VOL_W_WKD_AM,AUTO_APPROACH_VOL_N_WKD_AM,AUTO_APPROACH_VOL_S_WKD_AM,AUTO_DEPART_VOL_E_WKD_AM,AUTO_DEPART_VOL_W_WKD_AM,AUTO_DEPART_VOL_N_WKD_AM,AUTP_DEPART_VOL_S_WKD_AM,BIKE_APPROACH_VOL_E_WKD_AM,BIKE_APPROACH_VOL_W_WKD_AM,BIKE_APPROACH_VOL_N_WKD_AM,BIKE_APPROACH_VOL_S_WKD_AM,BIKE_DEPART_VOL_E_WKD_AM,BIKE_DEPART_VOL_W_WKD_AM,BIKE_DEPART_VOL_N_WKD_AM,BIKE_DEPART_VOL_S_WKD_AM,PED_VOL_EAST_WKD_AM,PED_VOL_WEST_WKD_AM,PED_VOL_NORTH_WKD_AM,PED_VOL_SOUTH_WKD_AM,AUTO_APPROACH_VOL_E_WKD_PM,AUTO_APPROACH_VOL_W_WKD_PM,AUTO_APPROACH_VOL_N_WKD_PM,AUTO_APPROACH_VOL_S_WKD_PM,AUTO_DEPART_VOL_E_WKD_PM,AUTO_DEPART_VOL_W_WKD_PM,AUTO_DEPART_VOL_N_WKD_PM,AUTP_DEPART_VOL_S_WKD_PM,BIKE_APPROACH_VOL_E_WKD_PM,BIKE_APPROACH_VOL_W_WKD_PM,BIKE_APPROACH_VOL_N_WKD_PM,BIKE_APPROACH_VOL_S_WKD_PM,BIKE_DEPART_VOL_E_WKD_PM,BIKE_DEPART_VOL_W_WKD_PM,BIKE_DEPART_VOL_N_WKD_PM,BIKE_DEPART_VOL_S_WKD_PM,PED_VOL_EAST_WKD_PM,PED_VOL_WEST_WKD_PM,PED_VOL_NORTH_WKD_PM,PED_VOL_SOUTH_WKD_PM,AUTO_APPROACH_VOL_E_PM_BALLGAME,AUTO_APPROACH_VOL_W_PM_BALLGAME,AUTO_APPROACH_VOL_N_PM_BALLGAME,AUTO_APPROACH_VOL_S_PM_BALLGAME,AUTO_DEPART_VOL_E_PM_BALLGAME,AUTO_DEPART_VOL_W_PM_BALLGAME,AUTO_DEPART_VOL_N_PM_BALLGAME,AUTP_DEPART_VOL_S_PM_BALLGAME
25884000,DUBOCE AVE,CHURCH ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,14,110,272,355,16,12,345,378,445,16,13,28,15,442,22,23,152,389,105,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30758000,DUBOCE AVE,MARKET ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1035,0,602,919,290,451,642,1173,13,20,487,18,4,429,33,72,209,339,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25474000,EMBARCADERO/ NORTH POINT ST,KEARNY ST/EMBARCADERO,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,487,324,186,25,557,139,275,51,68,157,46,31,170,36,68,28,85,125,391,379,421,229,351,51,532,184,299,37,210,41,76,52,67,121,143,48,206,209,527,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26030000,FELL ST,SCOTT ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,2107,0,303,251,0,2135,262,264,2,0,19,278,0,266,17,16,43,36,53,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54151000,FERRY TERMINAL ,EMBARCADERO,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,0,0,1225,1972,0,0,1972,1225,,,,,,,,,,,,,0,0,1255,1384,0,0,1384,1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54151000,FERRY TERMINAL (EEST SIDE),EMBARCADERO,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,51,77,0,142,31,52,177,10,,,,,,,,,,,,,37,73,0,252,45,62,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54151000,FERRY TERMINAL (WEST SIDE),EMBARCADERO,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,57,104,139,0,97,83,0,120,,,,,,,,,,,,,71,89,192,4,78,99,0,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24519000,FOLSOM ST,2ND ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,0,1026,919,387,1204,0,391,737,0,55,60,72,63,0,63,61,1610,1139,495,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24262000,FOLSOM ST,7TH ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,0,1599,0,1652,1675,0,1576,0,0,62,0,247,71,0,238,0,272,280,180,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24498000,FOLSOM ST,FREMONT ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,215,484,297,273,599,130,432,108,6,57,0,1,52,5,7,0,49,69,111,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27191000,FULTON ST,ARGUELLO BLVD,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,958,959,661,204,1065,1065,317,335,34,54,0,3,52,33,5,1,52,32,28,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27483000,GEARY BLVD,PARK PRESIDIO BLVD,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1319,855,1923,2028,980,1159,2067,1919,12,5,4,4,7,13,2,3,55,250,249,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26594000,GEARY BLVD,STEINER ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1462,1128,401,296,1177,1513,223,374,17,12,25,34,12,15,36,25,7,109,91,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21396000,GENEVA AVE,S. HILL BLVD/MOSCOW ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1348,830,255,0,786,1194,222,231,3,28,2,0,29,3,0,1,1,40,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26383000,GOLDEN GATE AVE,MASONIC AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,134,169,1643,1149,216,85,110,1694,27,10,10,1,10,25,3,10,127,98,37,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24437000,GROVE ST,POLK ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,244,326,749,0,188,196,46,889,46,25,97,87,23,48,99,85,277,177,352,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26026000,HAIGHT ST,DIVISADERO ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,184,175,784,577,165,341,427,787,0,3,23,20,4,1,20,21,148,108,110,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25899000,HAIGHT ST,FILLMORE ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,202,180,284,191,173,206,204,274,15,15,4,9,12,14,7,10,185,204,192,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25898000,HAIGHT ST,WEBSTER ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,220,192,245,180,195,212,225,205,11,11,9,3,9,13,4,8,46,61,90,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21173000,HARRISON ST,CESAR CHAVEZ ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1484,1050,228,50,1183,1427,127,75,52,28,27,3,32,51,7,20,21,88,47,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23032000,HOLLOWAY AVE,19TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,307,335,2608,1968,311,343,1921,2643,7,17,7,0,15,12,1,3,122,189,379,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24353000,HOWARD ST,11TH ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,462,156,188,433,0,222,609,408,213,5,52,91,0,30,146,185,149,170,96,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24299000,HOWARD ST,8TH ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,648,0,1613,0,0,809,0,1452,137,0,117,0,0,152,0,102,251,438,178,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24506000,HOWARD ST,BEALE ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,428,162,1129,0,212,917,0,590,88,14,32,1,15,96,1,23,1077,388,825,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24546000,HOWARD ST,EMBARCADERO,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,0,260,1055,1813,0,355,1791,982,0,27,104,138,0,34,149,86,791,58,150,84,0,330,1021,1261,0,418,1256,938,0,39,190,241,0,23,259,188,1172,224,173,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33138000,INNES AVE,HUNTERS POINT BLVD,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,90,136,0,19,125,106,0,0,3,5,0,1,4,3,0,7,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27154000,IRVING ST,9TH ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,314,190,350,217,214,240,296,321,46,14,30,17,12,55,24,16,367,274,510,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27464000,JFK DR,TRANSVERSE DR,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,412,249,307,181,198,241,179,531,114,42,6,16,51,81,11,35,6,67,108,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27725000,JUDAH ST,34TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,162,96,66,54,108,166,44,60,5,1,5,4,1,5,4,5,26,10,35,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27578000,LAKE ST,ARGUELLO BLVD,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,190,356,654,340,116,488,492,444,17,4,49,34,4,29,35,36,33,33,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27374000,LINCOLN WAY,19TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1181,869,2495,2421,1023,1331,2448,2164,3,8,4,3,9,0,5,4,109,85,49,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33561000,LINCOLN WAY,7TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,2339,1110,66,249,1284,1821,104,555,1,7,3,6,8,0,6,3,0,74,15,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26696000,LOMBARD ST,VAN NESS AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,101,1121,651,1222,154,1108,470,1363,1,1,6,7,1,3,5,6,96,138,87,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30739000,MARKET ST,5TH ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,535,288,422,489,324,481,454,475,700,123,15,43,127,696,30,28,1452,903,1387,2270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30755000,MARKET ST,VALENCIA ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,910,857,0,453,1270,571,0,379,605,44,0,59,102,368,0,238,0,90,0,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30734000,MARKET ST ,2ND ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,393,421,0,182,394,400,0,202,342,126,0,123,124,437,0,30,1144,1103,0,2486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25814000,MARKET ST/17TH ST,CASTRO ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1087,775,621,336,810,1240,297,472,4,510,7,5,8,37,5,17,667,277,270,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26067000,MCALLISTER ST,DIVISADERO ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,245,301,937,617,292,314,584,910,25,16,63,14,13,70,13,22,237,321,99,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24462000,MCALLISTER ST,DR. CARLTON B BOODLETT PL/POLK ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,470,397,768,58,403,453,80,757,179,35,126,86,31,170,108,117,426,370,534,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26704000,NORTH POINT ST,POLK ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,193,407,89,175,436,195,144,89,20,123,13,13,111,27,25,6,79,85,96,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26319000,OAK ST,BAKER ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,0,1787,386,200,1766,0,305,302,1,18,75,12,83,2,13,8,39,53,102,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20816000,OAKDALE ST,BAYSHORE BLVD   ,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,545,0,1086,860,563,4,1046,878,13,0,4,19,1,0,21,14,51,33,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22192000,OCEAN AVE,GENEVA AVE/PHELAN AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,817,1093,556,578,844,1073,467,660,10,21,12,2,18,16,7,4,208,163,138,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21743000,OCEAN AVE,MISSION ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,0,198,743,489,0,280,613,537,0,5,8,4,0,3,9,5,0,252,213,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27380000,ORTEGA ST,24TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,186,211,96,120,168,205,101,139,3,3,0,3,4,3,2,0,18,18,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26028000,PAGE ST,SCOTT ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,135,81,271,240,97,135,252,243,94,53,86,380,50,78,395,90,99,68,82,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26440000,PAGE ST,STANYAN ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,103,0,747,657,118,0,658,731,8,0,14,10,9,0,3,20,153,0,31,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27060000,PARNASSUS AVE,UCSF CROSSWALK,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,342,383,0,0,383,342,0,0,7,8,0,0,8,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27060000,PARNASSUS AVE,UCSF CROSSWALK,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,312,365,0,0,365,312,0,0,7,8,0,0,20,51,44,8,816,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20574000,PAUL AVE,BAYSHORE BLVD   ,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,100,451,469,997,120,509,759,629,0,2,2,3,0,3,4,0,18,27,35,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28013000,POINT LOBOS AVE,48TH AVE/EL CAMINO DEL MAR,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,426,397,227,33,320,624,96,43,3,4,4,1,2,7,3,0,14,41,29,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22436000,PORTOLA DR,O'SHAUGHNESSY BLVD,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1634,1225,772,817,1531,1097,1109,711,3,2,0,0,0,2,3,0,39,42,38,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21838000,RANDALL ST,SAN JOSE AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,463,255,1753,1397,201,130,1503,2034,9,7,82,25,8,12,33,70,13,27,68,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23149000,SLOAT BLVD,19TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1134,2620,1915,1033,1078,2507,2176,2,1,2,3,1,3,1,3,43,56,43,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23338000,SLOAT BLVD,34TH AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,893,992,153,96,1094,872,83,85,6,4,2,4,4,5,5,2,0,23,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23496000,SLOAT BLVD,GREAT HWY,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,364,63,1235,1045,487,61,957,1202,4,6,17,4,11,5,10,5,4,3,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25208000,SUTTER ST,POLK ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,1060,0,374,190,0,979,222,423,51,1,78,121,0,36,136,79,410,251,188,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24910000,SUTTER ST,STOCKTON ST,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,876,0,485,0,0,957,155,249,54,0,18,0,0,54,5,13,875,535,962,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25219000,SUTTER ST,VAN NESS AVE,INTERSECTION,,3,9/15/2015,TUESDAY,15,9,2015,,IDAX,,,,,,,,,,,,,,,,,,,,,,,,,,965,0,1305,1374,0,801,1501,1342,39,2,10,4,3,37,6,9,320,258,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
